config,target,segment,h,wis,mae,wape,mase,cov80,cov60,n,rel_wis_vs_snaive
tfm_expanding,rods_ili_pct,covid,2,1.2209611269478122,1.45278098471248,0.1716660869857526,0.5033089347600823,0.732484076433121,0.4840764331210191,157,0.40465159875465456
tfm_expanding,rods_ili_pct,covid,3,1.550447773612108,1.8666239425686322,0.22056733359439776,0.6427199885549117,0.7133757961783439,0.47770700636942676,157,0.5113840885644747
tfm_expanding,rods_ili_pct,covid,4,1.8026500849193943,2.127828388574663,0.25143223726603475,0.7313611946154283,0.7261146496815286,0.5031847133757962,157,0.5918253457069842
tfm_expanding_log1p,rods_ili_pct,covid,1,0.754147464402724,0.9051955728864144,0.10696132699244469,0.3167305452542508,0.7452229299363057,0.535031847133758,157,0.2513781364265084
tfm_expanding_log1p,rods_ili_pct,covid,2,1.2168140789772819,1.4657464441570673,0.17319813463247014,0.5077323145025904,0.7261146496815286,0.49044585987261147,157,0.40327718186754014
tfm_expanding_log1p,rods_ili_pct,covid,3,1.570741657390498,1.8844895777050787,0.22267840450437112,0.648749869164143,0.7261146496815286,0.45222929936305734,157,0.5180776189342643
tfm_expanding_log1p,rods_ili_pct,covid,4,1.8453939777189041,2.218053132116572,0.262093533659722,0.7616568914104538,0.7579617834394905,0.4968152866242038,157,0.6058585290433184
tfm_expanding_sym,rods_ili_pct,covid,1,0.7757872273723037,0.9642042097690774,0.11393401034843911,0.3358311881533105,0.7261146496815286,0.5477707006369427,157,0.2585912658803249
tfm_expanding_sym,rods_ili_pct,covid,2,1.224570921265943,1.4558738049903948,0.17203154630855952,0.5038514638342847,0.7133757961783439,0.49044585987261147,157,0.405847958744967
tfm_expanding_sym,rods_ili_pct,covid,3,1.5586318667772856,1.8751732550971962,0.22157755264574866,0.6457201298174374,0.7133757961783439,0.43312101910828027,157,0.5140834474820928
tfm_expanding_sym,rods_ili_pct,covid,4,1.8111846409630818,2.1440755781363054,0.2533520665354927,0.7375357015792077,0.7070063694267515,0.4585987261146497,157,0.5946273130012841
tfm_slide156,rods_ili_pct,covid,1,0.7682150324251724,0.9375101090254429,0.11077973460523745,0.3267011454170473,0.7515923566878981,0.5987261146496815,157,0.2560672445922926
tfm_slide156,rods_ili_pct,covid,2,1.2273067512778184,1.4630588445404837,0.1728805577131559,0.5054510566398267,0.7197452229299363,0.5286624203821656,157,0.40675466901099633
tfm_slide156,rods_ili_pct,covid,3,1.582443142320857,1.8910149991124907,0.22344947293845113,0.6489237377255037,0.7070063694267515,0.5159235668789809,157,0.5219371189495544
tfm_slide156,rods_ili_pct,covid,4,1.8660097062423893,2.2439344242270165,0.26515176486558717,0.7686074350199501,0.7197452229299363,0.49044585987261147,157,0.6126268479547273
tfm_slide260,rods_ili_pct,covid,1,0.7734862942655581,0.9640991015005422,0.1139215903585307,0.3355972342947902,0.7452229299363057,0.5414012738853503,157,0.25782430145530516
tfm_slide260,rods_ili_pct,covid,2,1.226721773839665,1.4729944341418237,0.17405458449813332,0.5095603426270431,0.7070063694267515,0.5031847133757962,157,0.4065607954712417
tfm_slide260,rods_ili_pct,covid,3,1.5436365534794547,1.8763716554722847,0.2217191601593371,0.6455336671429982,0.7133757961783439,0.4713375796178344,157,0.5091375442700905
tfm_slide260,rods_ili_pct,covid,4,1.7913971914479891,2.1262471847938214,0.25124539625652226,0.7304967682012119,0.7452229299363057,0.4968152866242038,157,0.5881309251288408
naive,rods_ili_pct,post_covid,1,0.4198429139121017,0.5033953648132152,0.04521910258361354,0.16038887496195267,0.8376623376623377,0.6623376623376623,154,0.21067111434220656
naive,rods_ili_pct,post_covid,2,0.6610395742943891,0.8163519325645628,0.07341220337143597,0.2604567867236489,0.8451612903225807,0.567741935483871,155,0.3313452078014033
naive,rods_ili_pct,post_covid,3,0.829010509707463,1.0303237522899809,0.09274307924852673,0.3288394371212651,0.8589743589743589,0.5641025641025641,156,0.4152179093311334
naive,rods_ili_pct,post_covid,4,0.9504146230558809,1.1934791245579415,0.10752663633758075,0.38066500451394425,0.8789808917197452,0.5923566878980892,157,0.47444610827225314
snaive,rods_ili_pct,post_covid,1,1.9928831497521964,2.491297440626712,0.22378877996978278,0.7850023357631487,0.9025974025974026,0.6818181818181818,154,1.0
snaive,rods_ili_pct,post_covid,2,1.9950177601198114,2.492414359727521,0.22413572206216745,0.7871164613832985,0.9096774193548387,0.6838709677419355,155,1.0
snaive,rods_ili_pct,post_covid,3,1.996567323030214,2.493454438186878,0.22444463892963978,0.7885959278866291,0.9102564102564102,0.6794871794871795,156,1.0
snaive,rods_ili_pct,post_covid,4,2.003208808091858,2.5022382463570367,0.22543943702884311,0.7921717599066658,0.9044585987261147,0.6751592356687898,157,1.0
tfm_expanding,rods_ili_pct,post_covid,1,0.38958670496974734,0.4797268153362556,0.043092999242949896,0.15269985881878997,0.7337662337662337,0.5454545454545454,154,0.19548898540197412
tfm_expanding,rods_ili_pct,post_covid,2,0.5959151391340354,0.7587449143741755,0.06823176835766785,0.2414787774997264,0.7419354838709677,0.5096774193548387,155,0.29870167125642405
tfm_expanding,rods_ili_pct,post_covid,3,0.7364420401801356,0.9354386097302592,0.08420213250594663,0.29776214264651124,0.7628205128205128,0.5256410256410257,156,0.3688540985747622
